row,column,value
4,49,-0.0185254
4,50,-0.0180504
4,51,-0.017527
4,52,-0.0169575
4,53,-0.0163444
4,54,-0.0156906
4,55,-0.0149994
4,56,-0.0142742
4,57,-0.0135188
4,58,-0.0127376
4,59,-0.0119348
4,60,-0.0111155
4,61,-0.0102847
4,62,-0.00944778
4,63,-0.00861056
4,64,-0.00777897
4,65,-0.0069592
4,66,-0.00615763
4,67,-0.00538077
4,68,-0.0046352
4,69,-0.00392748
4,70,-0.00326408
4,71,-0.0026512
4,72,-0.00209467
4,73,-0.00159968
4,74,-0.00117059
4,75,-0.000810541
4,76,-0.000521121
4,77,-0.000301834
4,78,-0.00014958
4,79,-5.77874e-05
4,80,-1.75721e-05
4,81,0
5,0,0
5,1,-4.17141e-05
5,2,-0.00011717
5,3,-0.000262251
5,4,-0.000481633
5,5,-0.000779871
5,6,-0.00115848
5,7,-0.0016167
5,8,-0.00215189
5,9,-0.00275995
5,10,-0.00343563
5,11,-0.00417289
5,12,-0.0049651
5,13,-0.00580528
5,14,-0.00668627
5,15,-0.00760084
5,16,-0.0085418
5,17,-0.0095021
5,18,-0.0104749
5,19,-0.0114534
5,20,-0.0124314
5,21,-0.0134028
5,22,-0.0143617
5,23,-0.0153027
5,24,-0.0162207
5,25,-0.0171107
5,26,-0.0179683
5,27,-0.0187892
5,28,-0.0195694
5,29,-0.0203055
5,30,-0.020994
5,31,-0.0216318
5,32,-0.0222162
5,33,-0.0227446
5,34,-0.0232148
5,35,-0.0236246
5,36,-0.0239723
5,37,-0.0242564
5,38,-0.0244755
5,39,-0.0246286
5,40,-0.0247149
5,41,-0.0247337
5,42,-0.0246848
5,43,-0.0245681
5,44,-0.0243839
5,45,-0.0241325
5,46,-0.0238148
5,47,-0.0234319
5,48,-0.022985
5,49,-0.0224759
5,50,-0.0219066
5,51,-0.0212794
5,52,-0.0205971
5,53,-0.0198628
5,54,-0.0190798
5,55,-0.018252
5,56,-0.0173836
5,57,-0.0164791
5,58,-0.0155436
5,59,-0.0145823
5,60,-0.013601
5,61,-0.0126058
5,62,-0.011603
5,63,-0.0105993
5,64,-0.00960189
5,65,-0.00861787
5,66,-0.0076547
5,67,-0.00671995
5,68,-0.00582123
5,69,-0.0049661
5,70,-0.00416196
5,71,-0.0034159
5,72,-0.00273452
5,73,-0.00212373
5,74,-0.00158849
5,75,-0.0011325
5,76,-0.000757883
5,77,-0.000464743
5,78,-0.000250842
5,79,-0.000110836
5,80,-3.90551e-05
5,81,0
6,0,0
6,1,-6.45397e-05
6,2,-0.000173428
6,3,-0.000369594
6,4,-0.000653719
6,5,-0.00102852
6,6,-0.00149414
6,7,-0.00204881
6,8,-0.00268911
6,9,-0.0034102
6,10,-0.0042062
6,11,-0.00507036
6,12,-0.00599536
6,13,-0.00697349
6,14,-0.00799677
6,15,-0.00905719
6,16,-0.0101467
6,17,-0.0112575
6,18,-0.0123817
6,19,-0.0135119
6,20,-0.0146409
6,21,-0.0157617
6,22,-0.0168679
6,23,-0.0179532
6,24,-0.0190116
6,25,-0.0200377
6,26,-0.0210262
6,27,-0.0219724
6,28,-0.0228716
6,29,-0.0237198
6,30,-0.0245132
6,31,-0.0252481
6,32,-0.0259213
6,33,-0.0265299
6,34,-0.0270714
6,35,-0.0275433
6,36,-0.0279436
6,37,-0.0282705
6,38,-0.0285225
6,39,-0.0286984
6,40,-0.0287973
6,41,-0.0288185
6,42,-0.0287616
6,43,-0.0286267
6,44,-0.0284139
6,45,-0.0281238
